receiver,num_users,ebno_db,ber,bler,nmse,bit_errors,num_bits,block_errors,num_blocks,num_batches_run,mc_stop_reason,target_bler_floor,bler_zero_error_upper_bound,ber_zero_error_upper_bound,point_elapsed_s,data_elapsed_s,receiver_elapsed_s,receiver_ms_per_batch,receiver_ms_per_frame,reliable_ber,reliable_bler,gpu_mem_gib,gpu_peak_gib
upair5g_lmmse,3,0.0,0.05961196516577061,0.5877604166666667,,681236,11427840,2257,3840,20,global_stop,1e-05,,,142.30100236414,46.27164826518856,77.3011392147746,3865.0569607387297,20.13050500384755,True,True,14.5811026096344,14.777939796447754
