receiver,num_users,ebno_db,ber,bler,nmse,bit_errors,num_bits,block_errors,num_blocks,num_batches_run,mc_stop_reason,target_bler_floor,bler_zero_error_upper_bound,ber_zero_error_upper_bound,point_elapsed_s,data_elapsed_s,receiver_elapsed_s,receiver_ms_per_batch,receiver_ms_per_frame,reliable_ber,reliable_bler,gpu_mem_gib,gpu_peak_gib
baseline_ls_2dlmmse_lmmse,3,0.0,0.0003422344030017921,0.00546875,,3911,11427840,21,3840,20,global_stop,1e-05,,,164.9199281791225,52.87905427557416,89.14176771882921,4457.088385941461,23.214002010111773,True,False,0.09647631645202637,1.8771641254425049
