receiver,variant,dmrs_case,seed,training_seed,num_users,ebno_db,num_chunks,chunk_indices,bit_errors,num_bits,block_errors,num_blocks,num_batches_run,point_elapsed_s,data_elapsed_s,receiver_elapsed_s,ber,bler,nmse,mc_stop_reason,target_bler_floor,bler_zero_error_upper_bound,ber_zero_error_upper_bound,receiver_ms_per_batch,receiver_ms_per_frame,reliable_ber,reliable_bler
perfect_csi_lmmse,main_d256_b4_r2,1dmrs,7,7,3,-4.0,1,0,16894,11427840,106,3840,20,130.95920990686864,47.351943296846,64.66145380982198,0.001478319612455197,0.027604166666666666,,isolated_chunk_merge,,,,3233.072690491099,16.838920262974472,True,True
