receiver,num_users,ebno_db,ber,bler,nmse,bit_errors,num_bits,block_errors,num_blocks,num_batches_run,mc_stop_reason,target_bler_floor,bler_zero_error_upper_bound,ber_zero_error_upper_bound,point_elapsed_s,data_elapsed_s,receiver_elapsed_s,receiver_ms_per_batch,receiver_ms_per_frame,reliable_ber,reliable_bler,gpu_mem_gib,gpu_peak_gib
upair5g_lmmse,3,0.0,3.823994735663082e-05,0.0005208333333333333,,437,11427840,2,3840,20,global_stop,1e-05,,,139.60343384707812,46.17765815160237,74.63043199037202,3731.521599518601,19.435008330826047,False,False,15.337954759597778,15.532570600509644
