receiver,num_users,ebno_db,ber,bler,nmse,bit_errors,num_bits,block_errors,num_blocks,num_batches_run,mc_stop_reason,target_bler_floor,bler_zero_error_upper_bound,ber_zero_error_upper_bound,point_elapsed_s,data_elapsed_s,receiver_elapsed_s,receiver_ms_per_batch,receiver_ms_per_frame,reliable_ber,reliable_bler,gpu_mem_gib,gpu_peak_gib,variant,dmrs_case,seed,training_seed,evaluation_seed,chunk_idx,chunk_batches_requested,receiver_microbatch_size,checkpoint_path,chunk_output_dir,chunk_curves_path
upair5g_lmmse,4,3.0,1.3257098454301076e-05,0.0001953125,,202,15237120,1,5120,20,global_stop,1e-05,,,159.67854897584766,60.34397707693279,80.67300097644329,4033.650048822165,15.75644550321158,False,False,12.09577202796936,12.296082019805908,main_d256_b4_r2,1dmrs,7,7,2756073,10,20,8,/lustre10/scratch/rsadve1/NewAblations_Fabel/TWC_plots_comprehensive/runs_rx16/seed7/1dmrs/main_d256_b4_r2/checkpoints/best.weights.h5,/home/rsadve1/links/scratch/NewAblations_Fabel/_gen_ds1p5_chunks/main_d256_b4_r2_u4_upair5g_lmmse_ebno3p0_chunk0010_m8_b20,/home/rsadve1/links/scratch/NewAblations_Fabel/_gen_ds1p5_chunks/main_d256_b4_r2_u4_upair5g_lmmse_ebno3p0_chunk0010_m8_b20/metrics/curves.csv
