receiver,num_users,ebno_db,ber,bler,nmse,bit_errors,num_bits,block_errors,num_blocks,num_batches_run,mc_stop_reason,target_bler_floor,bler_zero_error_upper_bound,ber_zero_error_upper_bound,point_elapsed_s,data_elapsed_s,receiver_elapsed_s,receiver_ms_per_batch,receiver_ms_per_frame,reliable_ber,reliable_bler,gpu_mem_gib,gpu_peak_gib
baseline_ls_2dlmmse_lmmse,3,2.0,0.0,0.0,,0,11427840,0,3840,20,global_stop,1e-05,0.00078125,2.625168010752688e-07,138.551351680886,46.100041663507,74.10251796268858,3705.125898134429,19.29753071945015,False,False,0.09655213356018066,1.8772656917572021
