receiver,num_users,ebno_db,ber,bler,nmse,bit_errors,num_bits,block_errors,num_blocks,num_batches_run,mc_stop_reason,target_bler_floor,bler_zero_error_upper_bound,ber_zero_error_upper_bound,point_elapsed_s,data_elapsed_s,receiver_elapsed_s,receiver_ms_per_batch,receiver_ms_per_frame,reliable_ber,reliable_bler,gpu_mem_gib,gpu_peak_gib
baseline_ls_2dlmmse_lmmse,3,3.0,2.625168010752688e-07,0.00026041666666666666,,3,11427840,1,3840,20,global_stop,1e-05,,,139.8556449569296,46.40369317308068,74.34192368993536,3717.096184496768,19.359875960920665,False,False,0.09647631645202637,1.8771641254425049
