receiver,num_users,ebno_db,ber,bler,nmse,bit_errors,num_bits,block_errors,num_blocks,num_batches_run,mc_stop_reason,target_bler_floor,bler_zero_error_upper_bound,ber_zero_error_upper_bound,point_elapsed_s,data_elapsed_s,receiver_elapsed_s,receiver_ms_per_batch,receiver_ms_per_frame,reliable_ber,reliable_bler,gpu_mem_gib,gpu_peak_gib,variant,dmrs_case,seed,training_seed,evaluation_seed,chunk_idx,chunk_batches_requested,receiver_microbatch_size,checkpoint_path,chunk_output_dir,chunk_curves_path
upair5g_lmmse,3,-1.0,1.4438424059139786e-05,0.00078125,,165,11427840,3,3840,20,global_stop,1e-05,,,139.66957510900102,46.36120508707245,74.38234626594931,3719.1173132974654,19.370402673424294,False,False,9.954222679138184,10.157731533050535,freq_attn_only_d256_b4_r2,1dmrs,7,7,2087046,4,20,8,/lustre10/scratch/rsadve1/NewAblations_Fabel/TWC_plots_comprehensive/runs_rx16/seed7/1dmrs/freq_attn_only_d256_b4_r2/checkpoints/best.weights.h5,/home/rsadve1/links/scratch/NewAblations_Fabel/_ablation_speed_8p33_chunks/freq_attn_only_d256_b4_r2_u3_upair5g_lmmse_ebnom1p0_chunk0004_m8_b20,/home/rsadve1/links/scratch/NewAblations_Fabel/_ablation_speed_8p33_chunks/freq_attn_only_d256_b4_r2_u3_upair5g_lmmse_ebnom1p0_chunk0004_m8_b20/metrics/curves.csv
