receiver,num_users,ebno_db,ber,bler,nmse,bit_errors,num_bits,block_errors,num_blocks,num_batches_run,mc_stop_reason,target_bler_floor,bler_zero_error_upper_bound,ber_zero_error_upper_bound,point_elapsed_s,data_elapsed_s,receiver_elapsed_s,receiver_ms_per_batch,receiver_ms_per_frame,reliable_ber,reliable_bler,gpu_mem_gib,gpu_peak_gib
upair5g_lmmse,3,0.0,2.3013972894265233e-05,0.0010416666666666667,,263,11427840,4,3840,20,global_stop,1e-05,,,139.03827322804136,46.021509750629775,73.97748000081629,3698.8740000408143,19.264968750212574,False,False,9.954222679138184,10.157731533050537
